Code jeu|Nom jeu|Suspendu|Prêt en cours|Réserv active|Date achat|Emplacement|Marque|Année édition|Nb joueurs|Age joueurs|Manque|Type jeu|Nb pièces|Temps jeu|Etat jeu|Descriptif|Lien image|Lien 1|Lien 2|Commentaire|Nb points|Niveau jeu|Classification|Prix estimé|Auteur|Illustrateur|Sur place|Contenu|Mécanisme|Thématique
856|Detri'tout||||18/10/2021|Renard|||2 à 6 joueurs|8+||Educatif|1|30 min|||||||1|||0|||N|1 plateau 6 pions 1 dè blanc 1 dè vert 240 cartes||
857|Luxor||||18/10/2021|Banane|||2 à 4 joueurs|9+||Jeu de plateau|1||||||||1|||0|||N|20 archéologues (batons) 1 mur hiéroglyphes 1 plateau 7 bases pierres et sables 15 scarabées 55 plaquettes 21 sarcophages 7 colonnes 7 cartes pharaon règles du jeu||
858|100 jeux faciles pour le voyage||||18/10/2021|Réserve|||||noter le numéro et le contenu sur la boite et dans le logiciel||1||||||||1|||0|||N|||
859|Hanabi||||18/10/2021|Cassette|||2 à 5 joueurs|8+| manque une carte 3 blanc  extension :5 cartes feu multicolores(3 et 2 perdu, les autres de côte)|coopératif|1|20 min|||||||1|||0|||N|1 règle du jeu 50 cartes hanabi 8 jetons bleus 3 jetons rouges||
860|Mr wolf||P||18/10/2021|Sanglier|||1 à 4 joueurs|4+||Jeu de plateau|1||||||||1|||0|||N|1 plateau de jeu  4 maisonettes 28 jetons animaux 15 tuiles animaux 1 pion en bois 1 règle de jeu||
861|Splendor||||18/10/2021|Cactus|||2 à 4 joueurs|10+||Strategie|1|30 min|||||||1|||0|||N|40 jetons 90 cartes de développement 10 tuiles noble 1 règle du jeu||
862|tu te mets combien ?||||18/10/2021|Renard|||2 à 12 joueurs|14+||Questions|1|90 min|||||||1|||0|||N|540 cartes 1 règle du jeu||
863|Il est ou le minou ?||||18/10/2021|Sanglier|||2 à 5 joueurs|4+||jeu d'apprentissage|1||||||||1|||0|||N|1 chat en bois 1 dé à symbole 1 coussin bleu 1 couverture rouge 1 lit vert 1 tapis en bois 34 cartes 1 règle du jeu||
864|Le petit prince||||18/10/2021|Banane|||2 à 6 joueurs|6+|5 jetons étoile (sans impact)|Jeu de plateau|1|20 min|||||||1|||0|||N|8 éléments de parcours 5 plaques "avions en papier" 12 jetons "télescope" 6 casques d'aviateur 30 jetons "Étoile" 18 plaques "histoire" 6 avions en bois de couleurs 60 cartes 1 règle du jeu||
865|Echec et dame||||18/10/2021|Pendule|||2 joueurs|6+||Strategie|1|30 min|||||||1|||0|||N|1 plateau en 4 parties 32 pièces échecs 40 pièces de dames 1 règle du jeu||
867|100 jeu faciles pour le voyage||||10/05/2023|Cassette|||1 joueurs|4+|1 cartes recto/verso|Dessin|1|5 min|||||||1|||0|||N|49 cartes recto/verso||
901|Awalé||||27/11/2024|Jeu géant|||2 joueurs|8+||Strategie|1||||||||1|||0|||N|48 graines 1 plateau noix de coco géant||
902|Roll up||||21/03/2023|Jeu géant|||1 joueurs|6+||Adresse|1|10 min|||||||1|||0|||N|1 Plateau de jeu  1 Balle en bois||
903|Bowling de table||||21/03/2023|Jeu géant|||2 joueurs|6+||Adresse|1|10 min|||||||1|||0|||N|1 Plateau de jeu  10 Quilles  1 Grosse bille  1 Passerelle||
904|Mini culbuto||||24/04/2023|Jeu géant|||1 joueurs|3+||Adresse|1||||||||1|||0|||N|1 Plateau de jeu  6 Balles||
905|Mont Everest||||15/02/2023|Jeu géant|||1 joueurs|5+||Adresse|1|10 min|||||||1|||0|||N|1 balle 1 plateau en bois 1 support||
906|Billard st Nicolas||||24/04/2023|Jeu géant|||2 à 4 joueurs|3+||Adresse|1||||||||1|||0|||N| 1 Plateau de jeu  4 Sifflets   4 Supports sifflets 5 Boules de cotillons||
907|Passe Trappe||||15/02/2023|Jeu géant|||2 joueurs|5+||Adresse|1|10 min|||||||1|||0|||N|10 palets 1 plateau||
908|Carrom||||11/05/2023|Jeu géant|||2 joueurs|8+||Strategie|1|10 min|||||||1|||0|||N|1 plateau en bois 1 percuteur 9 pions marron foncé 9 pions marron claire 1 pion rouge||
909|Cible anneaux||||15/02/2023|Jeu géant|||1 à 4 joueurs|4+||Adresse|1|10 min|||||||1|||0|||N|4 anneaux plastique 6 anneaux en cordes 1 plateau avec couvercle au dos||
910|Abalonne||||02/06/2023|Jeu géant|||1 à 2 joueurs|6+||Strategie|1|10 min|||||||1|||0|||N|1 plateau 14 boule noir 14 boule blanche||
911|Dame chinoise||||27/11/2024|Jeu géant|||2 à 4 joueurs|6+||Strategie|1||||||||1|||0|||N|1 Plateau  60 Pions en bois||
912|Blockus Géant||||16/05/2023|Jeu géant|||4 joueurs|7+| 8 pièces refaite en cartons|Strategie|1|20 min|||||||1|||0|||N|1 plateau de jeu 42 pièces (21 de chaque couleurs)||
938|Trivial pursuit||||18/10/2021|Tourne disque|||2 à 12 joueurs|14+||Questions|1|60 min|||||||1|||0|||N|1 plateau de jeu 2 boites de cartes (500 X2) 1 livret réponses 1 règle du jeu 1 dè 6 camenberts 36 jetons||
940|Mon premier scrabble||||18/10/2021|Sanglier|||1 joueurs|3+||Lettres / Mots|1|10 min|||||||1|||0|||N|15 cartes 31 lettres 1 support de jeu/rangement 1 règle du jeu||
941|Colour match||||18/10/2021|Mouton|||1 joueurs|3+||jeu d'association|1|5 min|||||||1|||0|||N|5 coxinelle en bois 1 plateau en bois||
942|Trivial Pusuit genius||||18/10/2021|Cactus|||2 à 12 joueurs|10+||Questions|1|60 min|||||||1|||0|||N|56 cartes 4 camenbert 6 pions 1 dè 1 plateau 1 règle du jeu 1 sablier||
943|Mémo fantsy||||18/10/2021|Mouton|||1 joueurs|2+||jeu d'association|1|5 min|||||||1|||0|||N|1 support 3 plateau de jeu 9 escargots (règle au dos de la boite)||
944|Hexenkuche||||18/10/2021|Sanglier|||2 à 4 joueurs|4+||Jeu de plateau|1||||||||1|||0|||N|1 plateau en bois 36 champignons 1 dé couleur 1 rdj||
945|aller les escargots||||18/10/2021|Fourmi|||2 à 6 joueurs|3+||jeu d'association|1|10 min|||||||1|||0|||N|6 escargots 2 dé couleur 1 plateau||
946|Puzzle decouverte||||18/10/2021|Hérisson||||||Puzzle|1||||||||1|||0|||N|1 poster 100 pièces||
947|Monoply junior||||18/10/2021|Sanglier|||2 à 4 joueurs|5+||Jeu de plateau|1||||||||1|||0|||N|1 plateau de jeu 22 cartes chance 59 stands 1 règle du jeu 1 dé - billets 4 voitures||
948|Métroville||P||25/06/2025||||||||1||||||||1|||0|||N|||
949|Cheptel + Extension||||29/12/2022|Cassette|Sandra Moreira||2 à 4 joueurs|7+||Jeu de carte|1|30 min|||||||1|||0|||N|118 cartes (82 base et 36 ext.) 2 règles du jeu (base et extension)||
950|Découvre et apprends la vie des animaux||||29/12/2022|Renard|||1 à 4 joueurs|8+||Educatif|1|10 min|||||||1|||0|||N|26 cates double face 1 cartes d'intro||
951|Nom d'un renard!||||10/02/2023|Banane|Game Factory||2 à 4 joueurs|5+||Enigme|1|20 min||||||refaire étiquette logo|1|||0|||N|16 cartes avec des suspects (blanc) 16 cartes avec des voleurs (rouge) 3 dès 1 figurine renard 12 plaquettes indices 1 scanneur de renard 4 figurines de détective (chapeau) 1 plateau de jeu||
952|7 familles géant||||15/02/2023|Jeu géant|||2 à 6 joueurs|5+||Jeu de carte|1|15 min|||||||1|||0|||N|42 cartes géantes boites en cartons||
953|4 à la suite||||15/02/2023|Jeu géant|||2 joueurs|5+||Strategie|1|10 min|||||||1|||0|||N|pions rouges pions jaunes 1 plateau 2 pieds||
954|Jeu de l'oie||||15/02/2023|Jeu géant|||2 à 4 joueurs|5+|4 pions bouchons remplacement|Jeu de plateau|1|10 min|||||||1|||0|||N|4 pions oie 1 plateau plastique 2 dès mousse||
956|New super Mario Bros.U Deluxe||||20/02/2023|Armoire JV|||1 à 4 joueurs|3+||Jeu Vidéo|1||||||||1|||0|||N|1 cartouche 1 fiche technique||
957|Super Mario Party||||20/02/2023|Armoire JV|||1 à 4 joueurs|3+||Jeu Vidéo|1||||||||1|||0|||N|1 cartouche 1 fiche technique||
958|MarioKart 8 Deluxe||||20/02/2023|Armoire JV|||1 à 4 joueurs|3+||Jeu Vidéo|1||||||||1|||0|||N|1 cartouche 1 fiche technique||
959|Mario + The Lapins Crétins Kingdom Battle||||21/02/2023|Armoire JV|||1 à 2 joueurs|7+||Jeu Vidéo|1||||||||1|||0|||N|1 cartouche  1 fiche technique||
960|Luigi’s Mansion 3||||21/02/2023|Armoire JV|||1 à 8 joueurs|7+||Jeu Vidéo|1||||||||1|||0|||N|1 cartouche  1 fiiche technique||
961|Pokemon Epée||||21/02/2023|Armoire JV|||1 joueurs|7+||Jeu Vidéo|1||||||||1|||0|||N|1 cartouche  1 fiiche technique||
962|The legend of Zelda Link’s Awakening||||21/02/2023|Armoire JV|||1 joueurs|7+||Jeu Vidéo|1||||||||1|||0|||N|1 cartouche 1 fiche technique||
963|Minecraft switch||||21/02/2023|Armoire JV|||1 à 4 joueurs|7+||Jeu Vidéo|1||||||||1|||0|||N|1 cartouche 1 fiche technique||
964|Super Smash Bros ultimate||||21/02/2023|Armoire JV|||1 à 8 joueurs|12+||Jeu Vidéo|1||||||||1|||0|||N|1 cartouche 1 fiche technique||
965|The legend of Zelda Breath of the Wild||||21/02/2023|Armoire JV|||1 joueurs|12+||Jeu Vidéo|1||||||||1|||0|||N|1 cartouche 1 fiche technique||
966|Metroid Dread||||21/02/2023|Armoire JV|||1 joueurs|12+|boîte endomagé ( pas la boite d'origine)|Jeu Vidéo|1||||||||1|||0|||N|1 cartouche 1 fiche technique||
967|Monster Hunter Rise||P||21/02/2023|Armoire JV|||1 joueurs|12+||Jeu Vidéo|1||||||||1|||0|||N|1 cartouche 1 fiche technique||
968|Final Fantasy. VII et VIII Remastered||||21/02/2023|Armoire JV|||1 joueurs|16+||Jeu Vidéo|1||||||||1|||0|||N|1 cartouche 1 fiche technique||
969|la "Switch"||||21/02/2023|Armoire JV|||1 à 3 joueurs|8+|une légère rayure sur le bas gauche de l'écran|Jeu Vidéo|1||||||||1|||290|||N|La console switch La basse de rechargement une manette droite une manette gauche les cordons||
970|Overcooked!2||||21/02/2023|Armoire JV|||1 à 4 joueurs|3+||Jeu Vidéo|1||||||||1|||0|||N|1 CD 1 fiche technique||
971|Grid||||21/02/2023|Armoire JV|||1 joueurs|3+||Jeu Vidéo|1||||||||1|||0|||N|1 CD 1 fiche technique||
972|NBA2K18||||21/02/2023|Armoire JV|||1 à 4 joueurs|3+||Jeu Vidéo|1||||||||1|||0|||N|1 CD 1 fiche technique||
973|Fifa21||||21/02/2023|Armoire JV|||1 à 4 joueurs|3+||Jeu Vidéo|1||||||||1|||0|||N|1 CD 1 fiche technique||
974|Farming Simulator 17||||21/02/2023|Armoire JV|||1 joueurs|3+||Jeu Vidéo|1||||||||1|||0|||N|1 CD 1 fiche technique||
975|Spyro Reignited Trilogy||||21/02/2023|Armoire JV|||1 joueurs|7+||Jeu Vidéo|1||||||||1|||0|||N|1 CD 1 Fiche technique||
976|Crash Bandicoot N Sane Trilogy||||21/02/2023|Armoire JV|||1 joueurs|7+||Jeu Vidéo|1||||||||1|||0|||N|1 CD 1 Fiche technique||
977|Minecraft PS4||||21/02/2023|Armoire JV|||1 à 4 joueurs|7+||Jeu Vidéo|1||||||||1|||0|||N|1 CD 1 Fiche technique||
978|Tony Hawk’s Pro SkaterTM1+2||||21/02/2023|Armoire JV|||1 à 2 joueurs|12+||Jeu Vidéo|1||||||||1|||0|||N|1 CD 1 Fiche technique||
979|Kingdom Hearts The Story So Far||||21/02/2023|Armoire JV|||1 joueurs|12+||Jeu Vidéo|1||||||||1|||0|||N|1 CD 1 Fiche technique||
980|Dragonball FighterZ||||21/02/2023|Armoire JV|||1 à 2 joueurs|12+||Jeu Vidéo|1||||||||1|||0|||N|1 CD 1 Fiche technique||
981|Okami HD||||21/02/2023|Armoire JV|||1 joueurs|12+||Jeu Vidéo|1||||||||1|||0|||N|1 CD 1 Fiche technique||
982|Ni no Kuni||||21/02/2023|Armoire JV|||1 joueurs|12+||Jeu Vidéo|1||||||||1|||0|||N|1 CD 1 Fiche technique||
983|Uncharted 4 A Thief’s End||||21/02/2023|Armoire JV|||1 joueurs|16+|boite endommagé|Jeu Vidéo|1||||||||1|||0|||N|1 CD  1 fiche technique||
984|Horizon Zero Dawn Complete Edition||||21/02/2023|Armoire JV|||1 joueurs|16+||Jeu Vidéo|1||||||||1|||0|||N|1 CD  1 fiche technique||
985|Spider-Man||||21/02/2023|Armoire JV|||1 joueurs|16+||Jeu Vidéo|1||||||||1|||0|||N|1 CD  1 fiche technique||
986|Star Wars Jedi Fallen Order||||21/02/2023|Armoire JV|||1 joueurs|16+||Jeu Vidéo|1||||||||1|||0|||N|1 CD  1 fiche technique||
987|The Last of US Remastered||||21/02/2023|Armoire JV|||1 joueurs|18+||Jeu Vidéo|1||||||||1|||0|||N|1 CD  1 fiche technique||
988|God of War||||21/02/2023|Armoire JV|||1 joueurs|18+||Jeu Vidéo|1||||||||1|||0|||N|1 CD  1 fiche technique||
989|Assassin’s Creed Origins||||21/02/2023|Armoire JV|||1 joueurs|18+||Jeu Vidéo|1||||||||1|||0|||N|1 CD  1 fiche technique||
990|Call of Duty WWII||||21/02/2023|Armoire JV|||1 à 2 joueurs|18+||Jeu Vidéo|1||||||||1|||0|||N|1 CD  1 fiche technique||
991|Rayman Légends||||22/02/2023|Armoire JV|||1 à 4 joueurs|7+||Jeu Vidéo|1||||||||1|||0|||N|1 Cartouche 1 fiche technique||
992|let's sing 2023||||23/02/2023|Armoire JV|||1 à 4 joueurs|12+||Jeu Vidéo|1||||||||1|||0|||N|1 CD 1 fiche technique||
993|Animal Crossing new horizons||||28/02/2023|Armoire JV|||1 à 4 joueurs|3+||Jeu Vidéo|1||||||||1|||0|||N|1 cartouche  1 fiche technique||
994|Cérébrale Académie||P||28/02/2023|Armoire JV|||1 à 4 joueurs|3+||Jeu Vidéo|1||||||||1|||0|||N|1 cartouche  1 fiche technique||
995|Pokémon Écarlate||||28/02/2023|Armoire JV|||1 joueurs|7+||Jeu Vidéo|1||||||||1|||0|||N|1 cartouche  1 fiche technique||
996|Ni OUI ni NON nature||||06/03/2023|Tourne disque|||2 à 6 joueurs|7+|3 jetons remplacéplateau imprimer sur le couvercle|Questions|1|20 min|||||||1|||0|||N|6 jetons 1 plateau papier 109 cartes||
997|Mon premier train de découvertes||||06/03/2023|Mouton|||1 joueurs|3+||jeu de découverte|1|10 min|||||||1|||0|||N|19 pièces||
998|Jeu Bowling Funny Faces||||06/03/2023|Mouton|||2 joueurs|3+| pas la boule d'origine|Motricité|1|10 min|||||||1|||0|||N|6 quilles (haut + bas) 1 boule||
999|accroche ficelles||||07/03/2023|Mouton|||1 joueurs|6+||Motricité|1|10 min|||||||1|||0|||N|25 pièces 3 cordons 1 plateau en bois||
